jobType,jobNo,jobName,jobNameSnippet,jobRole,jobRo,jobAddrNo,jobAddrNoDesc,jobAddress,description,descWithoutHighlight,optionEdu,period,periodDesc,applyCnt,applyType,applyDesc,custNo,custName,coIndustry,coIndustryDesc,salaryLow,salaryHigh,salaryDesc,s10,appearDate,appearDateDesc,optionZone,isApply,applyDate,userApplyCount,isSave,descSnippet,tags,landmark,link,jobsource,jobNameRaw,custNameRaw,lon,lat,remoteWorkType,major,salaryType,dist,mrt,mrtDesc,isActivelyHiring,source_keyword
0,14605085,Quality Control Intern  (一年期，新竹工廠),Quality Control <em class='b-txt--highlight'>Intern</em>  (一年期，新竹工廠),2,2,6001006004,新竹縣新豐鄉,中崙村中崙290之1號,This is a role for [[[intern]]]. With the daily assistance to Quality function the role can learn the actual operation in Quality,This is a role for intern. With the daily assistance to Quality function the role can learn the actual operation in Quality,大學,00,不拘,0,1,0~5人應徵,130000000196099,英商赫力昂股份有限公司台灣分公司,1012001004,其他醫療保健服務業,0028590,0028590,"月薪28,590元",50,20250602,6/02,0,0,,0,0,This is a role for <em class='b-txt--highlight'>intern</em>. With the daily assistance to Quality function the role can learn the actual operation in Quality,[],,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8p1ct?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8p1ct?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bm6mb?jobsource=n104bank2'}",,Quality Control Intern  (一年期，新竹工廠),英商赫力昂股份有限公司台灣分公司,121.0018588,24.8967763,0,[],M,,,,False,intern
2,13813095,【台北實習】行銷實習生｜Marketing Intern,【台北實習】行銷實習生｜Marketing <em class='b-txt--highlight'>Intern</em>,2,2,6001001010,台北市內湖區,堤頂大道二段301號,"如果你對時尚新創產業充滿興趣，熱愛化妝、美妝保養品，並樂於與人溝通分享，充滿創意，歡迎加入我們的團隊！

【工作內容】
◆ 線上行銷活動規劃與執行（社群、異業合作、Influencer 行銷等）
◆ 市場趨勢調查與分析，規劃品牌策略
◆ 定期監測行銷數據，找出高轉換率的行銷管道
◆ 其他品牌相關行政事務及主管交辦事項

【我們希望您具備】
◆ 喜愛流行與時尚，關注美妝產業趨勢
◆ 具備基礎行銷知識，對數據分析有興趣
◆ 具備良好的溝通能力與團隊合作精神
◆ 積極主動，樂於學習與挑戰

【加分條件】
◆ 熟悉美妝類相關產品
◆ 具備內容企劃、社群經營或數位廣告操作經驗
◆ 勇於發表，喜歡與團隊討論與交流

【療癒福利】
◆ 採光極佳、明亮舒適的工作環境，站著或坐著辦公都可以
◆ 設有咖啡機、飲料吧，提供豐富零食與美味下午茶
◆ 團隊年輕有活力，氛圍自在愉快，沒有拘謹死板的制度

※ 此實習職缺需配合至少半年，每週排班至少 20 小時
※ 投遞履歷請附上作品集，並註明每週可上班天數
※ 歡迎設計相關科系學生加入，恕不接受已畢業之求職者","如果你對時尚新創產業充滿興趣，熱愛化妝、美妝保養品，並樂於與人溝通分享，充滿創意，歡迎加入我們的團隊！

【工作內容】
◆ 線上行銷活動規劃與執行（社群、異業合作、Influencer 行銷等）
◆ 市場趨勢調查與分析，規劃品牌策略
◆ 定期監測行銷數據，找出高轉換率的行銷管道
◆ 其他品牌相關行政事務及主管交辦事項

【我們希望您具備】
◆ 喜愛流行與時尚，關注美妝產業趨勢
◆ 具備基礎行銷知識，對數據分析有興趣
◆ 具備良好的溝通能力與團隊合作精神
◆ 積極主動，樂於學習與挑戰

【加分條件】
◆ 熟悉美妝類相關產品
◆ 具備內容企劃、社群經營或數位廣告操作經驗
◆ 勇於發表，喜歡與團隊討論與交流

【療癒福利】
◆ 採光極佳、明亮舒適的工作環境，站著或坐著辦公都可以
◆ 設有咖啡機、飲料吧，提供豐富零食與美味下午茶
◆ 團隊年輕有活力，氛圍自在愉快，沒有拘謹死板的制度

※ 此實習職缺需配合至少半年，每週排班至少 20 小時
※ 投遞履歷請附上作品集，並註明每週可上班天數
※ 歡迎設計相關科系學生加入，恕不接受已畢業之求職者",大學,00,不拘,00008,2,6~10人應徵,130000000144438,聚美世股份有限公司,1002007007,化妝品製造業,0000200,9999999,時薪200元以上,30,20250602,6/02,4160,0,,0,0,"如果你對時尚新創產業充滿興趣，熱愛化妝、美妝保養品，並樂於與人溝通分享，充滿創意，歡迎加入我們的團隊！

【工作內容】
◆ 線上行銷活動規劃與執行（社群、異業合作、Influencer 行銷等）
◆ 市場趨勢調查與分析，規劃品牌策略
◆ 定期監測行銷數據，找出高轉換率的行銷管道
◆ 其他品牌相關行政事務及主管交辦事項

【我們希望您具備】
◆ 喜愛流行與時尚，關注美妝產業趨勢
◆ 具備基礎行銷知識，對數據分析有興趣
◆ 具備良好的溝通能力與團隊合作精神
◆ 積極主動，樂於學習與挑戰

【加分條件】
◆ 熟悉美妝類相關產品
◆ 具備內容企劃、社群經營或數位廣告操作經驗
◆ 勇於發表，喜歡與團隊討論與交流

【療癒福利】
◆ 採光極佳、明亮舒適的工作環境，站著或坐著辦公都可以
◆ 設有咖啡機、飲料吧，提供豐富零食與美味下午茶
◆ 團隊年輕有活力，氛圍自在愉快，沒有拘謹死板的制度

※ 此實習職缺需配合至少半年，每週排班至少 20 小時
※ 投遞履歷請附上作品集，並註明每週可上班天數
※ 歡迎設計相關科系學生加入，恕不接受已畢業之求職者","{'zoneForeign': {'desc': '外商公司', 'param': 5}, 'emp': {'desc': '員工70人', 'param': '5'}}",距捷運西湖站約440公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/88293?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/88293?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bl2ra?jobsource=n104bank2'}",,【台北實習】行銷實習生｜Marketing Intern,聚美世股份有限公司,121.5649109,25.0788104,0,[],H,0.44,99001001016,捷運西湖站,True,intern
0,14661547,【2025 Summer Intern】眼動研究實習生,【2025 Summer <em class='b-txt--highlight'>Intern</em>】眼動研究實習生,2,2,6001002011,新北市新店區,民權路95號12F(近大坪林捷運站),"【Job Responsibilities】
Utilize wearable eye-tracking devices to conduct a behavioral science study, encompassing the entire research process from literature review and experimental design to data collection, analysis, and research report writing.

【Qualifications】
1. Familiar with the principles and practices of experimental design.
2. Proven experience in participant recruitment and experiment conduction.
3. Possesses strong independent research capabilities, a knack for quickly acquiring new technical skills, and effective problem-solving abilities.
4. Capable of performing basic statistical analysis and familiar with statistical software.
5. Prior experience in eye-tracking research is highly valued.","【Job Responsibilities】
Utilize wearable eye-tracking devices to conduct a behavioral science study, encompassing the entire research process from literature review and experimental design to data collection, analysis, and research report writing.

【Qualifications】
1. Familiar with the principles and practices of experimental design.
2. Proven experience in participant recruitment and experiment conduction.
3. Possesses strong independent research capabilities, a knack for quickly acquiring new technical skills, and effective problem-solving abilities.
4. Capable of performing basic statistical analysis and familiar with statistical software.
5. Prior experience in eye-tracking research is highly valued.",大學,00,不拘,00008,2,6~10人應徵,130000000125116,見臻科技股份有限公司,1001005003,其他電子零組件相關業,0035000,0055000,"部分工時(月薪)35,000~55,000元",70,20250602,6/02,0,0,,0,0,"【Job Responsibilities】
Utilize wearable eye-tracking devices to conduct a behavioral science study, encompassing the entire research process from literature review and experimental design to data collection, analysis, and research report writing.

【Qualifications】
1. Familiar with the principles and practices of experimental design.
2. Proven experience in participant recruitment and experiment conduction.
3. Possesses strong independent research capabilities, a knack for quickly acquiring new technical skills, and effective problem-solving abilities.
4. Capable of performing basic statistical analysis and familiar with statistical software.
5. Prior experience in eye-tracking research is highly valued.","{'emp': {'desc': '員工30人', 'param': '4'}}",距捷運大坪林站約180公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8q8x7?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8q8x7?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bknuk?jobsource=n104bank2'}",,【2025 Summer Intern】眼動研究實習生,見臻科技股份有限公司,121.5370854,24.9825236,0,[],,0.18,99001006001,捷運大坪林站,True,intern
2,14585248,【Taiwan Mobile 實習計畫】Intern-無線網路優化 – 南區,【Taiwan Mobile 實習計畫】<em class='b-txt--highlight'>Intern</em>-無線網路優化 – 南區,1,1,6001016008,高雄市三民區,,"1. LTE/NR RF網路規劃和優化概念。
2. RF網路KPI報表學習，品質觀察與參數調整差異分析。
3. 客訴學習和訊號量測、拆補站場測資料前後比較與分析。
4. 站台天線異常查測(天線射向拍攝)，環評表製作(環景照拍攝)","1. LTE/NR RF網路規劃和優化概念。
2. RF網路KPI報表學習，品質觀察與參數調整差異分析。
3. 客訴學習和訊號量測、拆補站場測資料前後比較與分析。
4. 站台天線異常查測(天線射向拍攝)，環評表製作(環景照拍攝)",不拘,00,不拘,00007,2,6~10人應徵,97176270000,台灣大哥大股份有限公司,1001002001,電信相關業,0000200,0000200,時薪200元,30,20250602,6/02,1314816,0,,0,0,"1. LTE/NR RF網路規劃和優化概念。
2. RF網路KPI報表學習，品質觀察與參數調整差異分析。
3. 客訴學習和訊號量測、拆補站場測資料前後比較與分析。
4. 站台天線異常查測(天線射向拍攝)，環評表製作(環景照拍攝)","{'zone': {'desc': '上市上櫃', 'param': 16}, 'emp': {'desc': '員工4500人', 'param': '8'}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8om1s?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8om1s?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/18n48ptc?jobsource=n104bank2'}",,【Taiwan Mobile 實習計畫】Intern-無線網路優化 – 南區,台灣大哥大股份有限公司,120.3262535,22.6483444,0,[],H,,,,False,intern
2,13858492,【2025 Summer Intern】Analog IC Design Engineer,【2025 Summer <em class='b-txt--highlight'>Intern</em>】Analog IC Design Engineer,1,1,6001006001,新竹市,創新一路1-2號 / 新竹縣竹北市台元二街9號,"2025 Novatek Summer Internship Program

Program Features: Challenging tasks, employment opportunities, guidance from mentors, social events, Accommodation allowance
Location: Hsinchu(Zhubei)
Internship Period: 2025/7~8 Weekday (Mon.~Fri.)

Job Description：
Design analog functional blocks, plan and supervise layouts.
Define verification plan for a portion of IP or chip and run complex simulations and analysis(e.g., power, performance, linearity, yield)

Requirements：
Familiar with HSPICE、Matlab、Laker、Spectre、Simplis、Cadence Virtuoso
Strong understanding of circuit design and semiconductor device fundamentals
Experience with UNIX TCL/TK GUI tools is a plus

Qualifications：
1.Pre-graduate students(Currently undergraduates 4th year) or Master’s or Ph.D. students in Electrical Engineering, Computer Science or related field 
2.Interested candidates should first get the permission from their professors to attend internship program
3.Please also provide the following documents:
   Resume/CV 
   Educational transcripts/research or thesis topics


","2025 Novatek Summer Internship Program

Program Features: Challenging tasks, employment opportunities, guidance from mentors, social events, Accommodation allowance
Location: Hsinchu(Zhubei)
Internship Period: 2025/7~8 Weekday (Mon.~Fri.)

Job Description：
Design analog functional blocks, plan and supervise layouts.
Define verification plan for a portion of IP or chip and run complex simulations and analysis(e.g., power, performance, linearity, yield)

Requirements：
Familiar with HSPICE、Matlab、Laker、Spectre、Simplis、Cadence Virtuoso
Strong understanding of circuit design and semiconductor device fundamentals
Experience with UNIX TCL/TK GUI tools is a plus

Qualifications：
1.Pre-graduate students(Currently undergraduates 4th year) or Master’s or Ph.D. students in Electrical Engineering, Computer Science or related field 
2.Interested candidates should first get the permission from their professors to attend internship program
3.Please also provide the following documents:
   Resume/CV 
   Educational transcripts/research or thesis topics


",碩士,00,不拘,00004,1,0~5人應徵,84149955000,聯詠科技股份有限公司,1001006002,半導體製造業,0036000,0045000,"月薪36,000~45,000元",50,20250602,6/02,34902144,0,,0,0,"2025 Novatek Summer Internship Program

Program Features: Challenging tasks, employment opportunities, guidance from mentors, social events, Accommodation allowance
Location: Hsinchu(Zhubei)
Internship Period: 2025/7~8 Weekday (Mon.~Fri.)

Job Description：
Design analog functional blocks, plan and supervise layouts.
Define verification plan for a portion of IP or chip and run complex simulations and analysis(e.g., power, performance, linearity, yield)

Requirements：
Familiar with HSPICE、Matlab、Laker、Spectre、Simplis、Cadence Virtuoso
Strong understanding of circuit design and semiconductor device fundamentals
Experience with UNIX TCL/TK GUI tools is a plus

Qualifications：
1.Pre-graduate students(Currently undergraduates 4th year) or Master’s or Ph.D. students in Electrical Engineering, Computer Science or related field 
2.Interested candidates should first get the permission from their professors to attend internship program
3.Please also provide the following documents:
   Resume/CV 
   Educational transcripts/research or thesis topics


","{'zone': {'desc': '上市上櫃', 'param': 16}, 'emp': {'desc': '員工2700人', 'param': '8'}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/891a4?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/891a4?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/12nopku0?jobsource=n104bank2'}",,【2025 Summer Intern】Analog IC Design Engineer,聯詠科技股份有限公司,121.0180746,24.8392651,0,"['電機電子工程相關', '資訊工程相關']",M,,,,False,intern
0,14656478,HR/Talent Acquisition Intern,HR/Talent Acquisition <em class='b-txt--highlight'>Intern</em>,2,2,6001001001,台北市中正區,杭州南路一段15-1號10樓之1,"About Us:	
The Talent Acquisition Team at VICI Holdings plays a pivotal role in driving the company&#039;s growth by developing effective recruitment plans, strategies, and delivering key market insights. We excel in building robust talent pipelines and maintaining top-tier talent pools, enabling VICI to attract and retain exceptional individuals. These efforts support VICI in achieving both its short-term hiring objectives and long-term organizational goals.

Roles/ Responsibilities:
• 	Build and maintain a top-tier talent pool within the ATS
• 	Manage and execute recruitment-related projects
• 	Source potential candidates and conduct phone screenings
• 	Optimize and streamline recruitment documentation and workflow processes


Candidate Requirements:	
•	Bachelor&#039;s or Master&#039;s degree in Human Resources Management, Business Administration, or a related field
•	Internship experience at a headhunting firm or consulting firm is a plus
•	Demonstrated ability to multitask, embrace challenges, and implement effective solutions
•	Strong communication skills with logical thinking and structured expression
	
Other Requirements:
•	High self-motivated individual with good communication skill
•	English level – working level proficiency is a plus

Interview Process:(The interview process is subject to change based on circumstances)
HR phone screen -&gt;Take Home assessment -&gt;HR Manager","About Us:	
The Talent Acquisition Team at VICI Holdings plays a pivotal role in driving the company's growth by developing effective recruitment plans, strategies, and delivering key market insights. We excel in building robust talent pipelines and maintaining top-tier talent pools, enabling VICI to attract and retain exceptional individuals. These efforts support VICI in achieving both its short-term hiring objectives and long-term organizational goals.

Roles/ Responsibilities:
• 	Build and maintain a top-tier talent pool within the ATS
• 	Manage and execute recruitment-related projects
• 	Source potential candidates and conduct phone screenings
• 	Optimize and streamline recruitment documentation and workflow processes


Candidate Requirements:	
•	Bachelor's or Master's degree in Human Resources Management, Business Administration, or a related field
•	Internship experience at a headhunting firm or consulting firm is a plus
•	Demonstrated ability to multitask, embrace challenges, and implement effective solutions
•	Strong communication skills with logical thinking and structured expression
	
Other Requirements:
•	High self-motivated individual with good communication skill
•	English level – working level proficiency is a plus

Interview Process:(The interview process is subject to change based on circumstances)
HR phone screen ->Take Home assessment ->HR Manager",大學,00,不拘,00012,3,11~30人應徵,130000000098433,威旭資訊股份有限公司,1001001002,電腦軟體服務業,0000200,0000200,時薪200元,30,20250602,6/02,0,0,,0,0,"About Us:	
The Talent Acquisition Team at VICI Holdings plays a pivotal role in driving the company&#039;s growth by developing effective recruitment plans, strategies, and delivering key market insights. We excel in building robust talent pipelines and maintaining top-tier talent pools, enabling VICI to attract and retain exceptional individuals. These efforts support VICI in achieving both its short-term hiring objectives and long-term organizational goals.

Roles/ Responsibilities:
• 	Build and maintain a top-tier talent pool within the ATS
• 	Manage and execute recruitment-related projects
• 	Source potential candidates and conduct phone screenings
• 	Optimize and streamline recruitment documentation and workflow processes


Candidate Requirements:	
•	Bachelor&#039;s or Master&#039;s degree in Human Resources Management, Business Administration, or a related field
•	Internship experience at a headhunting firm or consulting firm is a plus
•	Demonstrated ability to multitask, embrace challenges, and implement effective solutions
•	Strong communication skills with logical thinking and structured expression
	
Other Requirements:
•	High self-motivated individual with good communication skill
•	English level – working level proficiency is a plus

Interview Process:(The interview process is subject to change based on circumstances)
HR phone screen -&gt;Take Home assessment -&gt;HR Manager","{'emp': {'desc': '員工150人', 'param': '6'}}",距捷運善導寺站約430公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8q50e?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8q50e?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bk39d?jobsource=n104bank2'}",,HR/Talent Acquisition Intern,威旭資訊股份有限公司,121.5269924,25.0427474,0,[],H,0.43,99001005013,捷運善導寺站,True,intern
2,14660033,【2025 GPS Intern】行政總務 學年實習生_中壢,【2025 GPS <em class='b-txt--highlight'>Intern</em>】行政總務 學年實習生_中壢,1,1,6001005001,桃園市中壢區,北園路24號,"【工作內容】 
1.員工餐廳管理 
(1)每日定期巡檢(備餐作業、烹煮作業、供餐完清潔作業) 
(2)每周菜單維護 
(3)每周內部稽核作業 
(4)新人報到餐點預備 
(5)訪客來訪餐點預備 
(6)異常事件回報與協助處理 
(7)宣導事項公告製作 
2.行政總務專案執行 
(1)中央活動協辦 
(2)廠區活動規劃 
3.主管交辦事項 

【工作目標】
近程目標：盡快熟習各項行政基礎事務，了解職場與學生生涯的差異性。
中程目標：期待能獨立作業，並承接部分專案事務，以期達成自我成長。
遠程目標：成為專業人才，若實習期間表現良好，將有機會提報成為正職同仁。 

【工作計畫】
0-2月：協助完成事務性工作，盡快熟悉公司行政系統的使用。
2-6月：獨立完成事務性工作，提升基礎技能。
6-12月：可執行專案業務，並完成期末發表。 


【實習期間】
✅合作期間為2025/07-2026/06
✅一週到班五天(月薪制)，可合作一年者優先考量
✅此職缺為長期實習，時間無法配合者請勿投遞
","【工作內容】 
1.員工餐廳管理 
(1)每日定期巡檢(備餐作業、烹煮作業、供餐完清潔作業) 
(2)每周菜單維護 
(3)每周內部稽核作業 
(4)新人報到餐點預備 
(5)訪客來訪餐點預備 
(6)異常事件回報與協助處理 
(7)宣導事項公告製作 
2.行政總務專案執行 
(1)中央活動協辦 
(2)廠區活動規劃 
3.主管交辦事項 

【工作目標】
近程目標：盡快熟習各項行政基礎事務，了解職場與學生生涯的差異性。
中程目標：期待能獨立作業，並承接部分專案事務，以期達成自我成長。
遠程目標：成為專業人才，若實習期間表現良好，將有機會提報成為正職同仁。 

【工作計畫】
0-2月：協助完成事務性工作，盡快熟悉公司行政系統的使用。
2-6月：獨立完成事務性工作，提升基礎技能。
6-12月：可執行專案業務，並完成期末發表。 


【實習期間】
✅合作期間為2025/07-2026/06
✅一週到班五天(月薪制)，可合作一年者優先考量
✅此職缺為長期實習，時間無法配合者請勿投遞
",大學,00,不拘,00008,2,6~10人應徵,23527104000,GARMIN_台灣國際航電股份有限公司,1001002001,電信相關業,0031500,0031500,"月薪31,500元",50,20250602,6/02,266248,0,,0,0,"【工作內容】 
1.員工餐廳管理 
(1)每日定期巡檢(備餐作業、烹煮作業、供餐完清潔作業) 
(2)每周菜單維護 
(3)每周內部稽核作業 
(4)新人報到餐點預備 
(5)訪客來訪餐點預備 
(6)異常事件回報與協助處理 
(7)宣導事項公告製作 
2.行政總務專案執行 
(1)中央活動協辦 
(2)廠區活動規劃 
3.主管交辦事項 

【工作目標】
近程目標：盡快熟習各項行政基礎事務，了解職場與學生生涯的差異性。
中程目標：期待能獨立作業，並承接部分專案事務，以期達成自我成長。
遠程目標：成為專業人才，若實習期間表現良好，將有機會提報成為正職同仁。 

【工作計畫】
0-2月：協助完成事務性工作，盡快熟悉公司行政系統的使用。
2-6月：獨立完成事務性工作，提升基礎技能。
6-12月：可執行專案業務，並完成期末發表。 


【實習期間】
✅合作期間為2025/07-2026/06
✅一週到班五天(月薪制)，可合作一年者優先考量
✅此職缺為長期實習，時間無法配合者請勿投遞
","{'zoneForeign': {'desc': '外商公司', 'param': 5}, 'emp': {'desc': '員工9000人', 'param': '8'}}",,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8q7r5?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8q7r5?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/at3fhmo?jobsource=n104bank2'}",,【2025 GPS Intern】行政總務 學年實習生_中壢,GARMIN_台灣國際航電股份有限公司,121.242431,24.9810058,0,[],M,,,,True,intern
2,12646166,【知名外商銀行】一年期Intern 工讀生(歡迎夜校生.研究生),【知名外商銀行】一年期<em class='b-txt--highlight'>Intern</em> 工讀生(歡迎夜校生.研究生),2,2,6001001007,台北市信義區,忠孝東路五段68號30樓 (國泰置地廣場),"一般性行政庶務工作，無出差或體力性質工作
一天8小時每周要去5天","一般性行政庶務工作，無出差或體力性質工作
一天8小時每周要去5天",大學,00,不拘,00002,1,0~5人應徵,70523522000,怡東人事顧問股份有限公司,1009001001,人力仲介代徵,0000190,0000190,時薪190元,30,20250602,6/02,4096,0,,0,0,"一般性行政庶務工作，無出差或體力性質工作
一天8小時每周要去5天",[],距捷運市政府站約90公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/7j1ue?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/7j1ue?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/webvtu8?jobsource=n104bank2'}",,【知名外商銀行】一年期Intern 工讀生(歡迎夜校生.研究生),怡東人事顧問股份有限公司,121.5667981,25.0404433,0,['商業及管理學科類'],H,0.09,99001005018,捷運市政府站,False,intern
0,14512494,Software Engineering Intern (QA)(12 months),Software Engineering <em class='b-txt--highlight'>Intern</em> (QA)(12 months),2,2,6001001010,台北市內湖區,瑞光路 411號11樓," social events! 


How You&#039;ll Help Us Connect the World
As a QA [[[Intern]]], you will be responsible for Wifi controller software"," social events! 


How You'll Help Us Connect the World
As a QA Intern, you will be responsible for Wifi controller software",大學,00,不拘,00005,1,0~5人應徵,130000000102312,CommScope Ruckus_台灣康普通信系統有限公司,1001002004,其他電信及通訊相關業,0000200,9999999,時薪200元以上,30,20250602,6/02,4194304,0,,0,0," social events! 


How You&#039;ll Help Us Connect the World
As a QA <em class='b-txt--highlight'>Intern</em>, you will be responsible for Wifi controller software","{'emp': {'desc': '員工500人', 'param': '8'}}",距捷運港墘站約420公尺,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8n1wu?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8n1wu?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bk694?jobsource=n104bank2'}",,Software Engineering Intern (QA)(12 months),CommScope Ruckus_台灣康普通信系統有限公司,121.5714213,25.0783532,0,"['數學及電算機科學學科類', '電機電子工程相關']",H,0.42,99001001017,捷運港墘站,False,intern
0,13976160,AI algorithm intern,AI algorithm <em class='b-txt--highlight'>intern</em>,2,2,6001001010,台北市內湖區,台北/新北全區（依照公司規定分派）,"Design and implement machine learning algorithms for medical -related applications. 

我們歡迎大學在校生或即將畢業的學生申請，並且不限於特定科系。
我們期望您具備對Python或C++的程式語法以及程式邏輯的基本熟悉度。
您應該有處理程式錯誤和軟體環境相關問題的能力。
我們重視快速學習新知識的能力和熱情，因為這對於不斷成長和應對新挑戰非常重要。
團隊合作精神對我們來說很關鍵，我們希望您能有效地協作和溝通。
對於人工智慧領域和數據處理的基本了解或激情是加分項目。

我們歡迎有上進心、願意挑戰自我，並持續追求個人和專業成長的個人申請。

關於我們的詳細職缺內容都可以在面試中確認
我們徵才職缺屬於常態性職缺，會一直開放申請，
只是104平台不一定會一直開啟， 由於有時候同時收到太多履歷 會整理好再開放

***************************************************************************
如有興趣 若可以請準備個人履歷或相關作品說明                                                                               
線上筆試測驗表單 : 
https://forms.gle/DC2keERhbncpb7Ds5
Google Colab連結  (記得複製一份作答，檔案名稱設定為Technical interview (AI position) v2.0_XXX : 
https://colab.research.google.com/drive/1e0AfKRnrtFyrWmYJUhESrU6x9jExtdJx?usp=sharing

***************************************************************************




","Design and implement machine learning algorithms for medical -related applications. 

我們歡迎大學在校生或即將畢業的學生申請，並且不限於特定科系。
我們期望您具備對Python或C++的程式語法以及程式邏輯的基本熟悉度。
您應該有處理程式錯誤和軟體環境相關問題的能力。
我們重視快速學習新知識的能力和熱情，因為這對於不斷成長和應對新挑戰非常重要。
團隊合作精神對我們來說很關鍵，我們希望您能有效地協作和溝通。
對於人工智慧領域和數據處理的基本了解或激情是加分項目。

我們歡迎有上進心、願意挑戰自我，並持續追求個人和專業成長的個人申請。

關於我們的詳細職缺內容都可以在面試中確認
我們徵才職缺屬於常態性職缺，會一直開放申請，
只是104平台不一定會一直開啟， 由於有時候同時收到太多履歷 會整理好再開放

***************************************************************************
如有興趣 若可以請準備個人履歷或相關作品說明                                                                               
線上筆試測驗表單 : 
https://forms.gle/DC2keERhbncpb7Ds5
Google Colab連結  (記得複製一份作答，檔案名稱設定為Technical interview (AI position) v2.0_XXX : 
https://colab.research.google.com/drive/1e0AfKRnrtFyrWmYJUhESrU6x9jExtdJx?usp=sharing

***************************************************************************




",大學,00,不拘,00001,1,0~5人應徵,130000000151552,巨量移動科技股份有限公司,1001001002,電腦軟體服務業,0000200,0000300,時薪200~300元,30,20250602,6/02,0,0,,0,0,"Design and implement machine learning algorithms for medical -related applications. 

我們歡迎大學在校生或即將畢業的學生申請，並且不限於特定科系。
我們期望您具備對Python或C++的程式語法以及程式邏輯的基本熟悉度。
您應該有處理程式錯誤和軟體環境相關問題的能力。
我們重視快速學習新知識的能力和熱情，因為這對於不斷成長和應對新挑戰非常重要。
團隊合作精神對我們來說很關鍵，我們希望您能有效地協作和溝通。
對於人工智慧領域和數據處理的基本了解或激情是加分項目。

我們歡迎有上進心、願意挑戰自我，並持續追求個人和專業成長的個人申請。

關於我們的詳細職缺內容都可以在面試中確認
我們徵才職缺屬於常態性職缺，會一直開放申請，
只是104平台不一定會一直開啟， 由於有時候同時收到太多履歷 會整理好再開放

***************************************************************************
如有興趣 若可以請準備個人履歷或相關作品說明                                                                               
線上筆試測驗表單 : 
https://forms.gle/DC2keERhbncpb7Ds5
Google Colab連結  (記得複製一份作答，檔案名稱設定為Technical interview (AI position) v2.0_XXX : 
https://colab.research.google.com/drive/1e0AfKRnrtFyrWmYJUhESrU6x9jExtdJx?usp=sharing

***************************************************************************




",[],,"{'applyAnalyze': '//www.104.com.tw/jobs/apply/analysis/8bk2o?channel=104rpt&jobsource=apply_analyze', 'job': '//www.104.com.tw/job/8bk2o?jobsource=n104bank2', 'cust': '//www.104.com.tw/company/1a2x6bl88w?jobsource=n104bank2'}",,AI algorithm intern,巨量移動科技股份有限公司,121.5909027,25.0689422,0,[],H,,,,False,intern
